titulo_producto,marca,precio_actual,porcentaje_descuento,precio_antiguo,url_imagen,url_producto,motivo_descartado,texto_crudo_tarjeta
Bestway® Piscina Steel Pro Ø 366 cm,Bestway,134.99,41,228.80,https://www.lidl.es/assets/gcp8b418e1f6f414713ad31ba9a720f5ea5.jpg,https://www.lidl.es/p/bestway-piscina-steel-pro-o-366-cm/p100363729#searchTrackingMasterId=Product.100363729&searchTrackingTitle=Bestway%25C2%25AE%2BPiscina%2BSteel%2BPro%2B%25C3%2598%2B366%2Bcm&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100363729&searchTrackingOrigPos=1&searchTrackingPos=46&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4/5 (4) 4 de 5 estrellas (4 valoraciones totales) Bestway Bestway® Piscina Steel Pro Ø 366 cm PVPR: 229.95 -41% 134.99*
LEGO® Ladrillo de almacenamiento (Gris piedra medio),LEGO,19.99,39,32.77,https://www.lidl.es/assets/gcp6dc8d479f8164db8a733c9384d70df8e.jpeg,https://www.lidl.es/p/lego-ladrillo-de-almacenamiento/p100367563001#searchTrackingMasterId=Product.100367563001&searchTrackingTitle=LEGO%25C2%25AE%2BLadrillo%2Bde%2Balmacenamiento%2B%2528Gris%2Bpiedra%2Bmedio%2529&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100367563001&searchTrackingOrigPos=1&searchTrackingPos=47&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.6/5 (23) 4.6 de 5 estrellas (23 valoraciones totales) LEGO LEGO® Ladrillo de almacenamiento (Gris piedra medio) PVPR: 32.99 -39% 19.99*
Dyson® Aspiradora infantil,Casdon,25.99,13,29.87,https://www.lidl.es/assets/gcp6fc94582da9443408bdd0e77173ca17b.jpg,https://www.lidl.es/p/casdon-dyson-aspiradora-infantil/p100368129#searchTrackingMasterId=Product.100368129&searchTrackingTitle=Dyson%25C2%25AE%2BAspiradora%2Binfantil&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100368129&searchTrackingOrigPos=1&searchTrackingPos=48&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.2/5 (35) 4.2 de 5 estrellas (35 valoraciones totales) Casdon Dyson® Aspiradora infantil antes: 29.99 -13% 25.99*
Safety 1st Trona de madera para bebé,Safety 1st,59.99,14,69.76,https://www.lidl.es/assets/gcp71de6ca0fc9d4e7eb0c8a2183b54efc3.jpeg,https://www.lidl.es/p/safety-1st-trona-de-madera-para-bebe/p100378351#searchTrackingMasterId=Product.100378351&searchTrackingTitle=Safety%2B1st%2BTrona%2Bde%2Bmadera%2Bpara%2Bbeb%25C3%25A9&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100378351&searchTrackingOrigPos=1&searchTrackingPos=49&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,Top valorados 4.8/5 (52) 4.8 de 5 estrellas (52 valoraciones totales) Safety 1st Safety 1st Trona de madera para bebé a partir de antes: 69.99 -14% 59.99*
Philips Plancha de vapor 2000 W,PHILIPS,22.99,23,29.86,https://www.lidl.es/assets/gcpd335c73b87ba4b30884289f9829ee279.jpeg,https://www.lidl.es/p/philips-plancha-de-vapor-2000-w/p100380320#searchTrackingMasterId=Product.100380320&searchTrackingTitle=Philips%2BPlancha%2Bde%2Bvapor%2B2000%2BW&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100380320&searchTrackingOrigPos=1&searchTrackingPos=50&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,Top valorados 4.8/5 (43) 4.8 de 5 estrellas (43 valoraciones totales) PHILIPS Philips Plancha de vapor 2000 W PVPR: 29.99 -23% 22.99*
Chaqueta de esquí para mujer,CRIVIT,23.99,20,29.99,https://www.lidl.es/assets/gcp68deedbfdc674f6493e6d11f28d9ad87.jpg,https://www.lidl.es/p/crivit-chaqueta-de-esqui-para-mujer/p100381449#searchTrackingMasterId=Product.100381449&searchTrackingTitle=Chaqueta%2Bde%2Besqu%25C3%25AD%2Bpara%2Bmujer&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100381449&searchTrackingOrigPos=1&searchTrackingPos=51&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.6/5 (150) 4.6 de 5 estrellas (150 valoraciones totales) CRIVIT Chaqueta de esquí para mujer antes: 29.99 -20% 23.99*
Playmobil Lucha por el tesoro del caballero,Playmobil,11.99,,,https://www.lidl.es/assets/gcp5ebdd67aa8db423b9be9fdf2d76cb97c.jpg,https://www.lidl.es/p/playmobil-lucha-por-el-tesoro-del-caballero/p100381624#searchTrackingMasterId=Product.100381624&searchTrackingTitle=Playmobil%2BLucha%2Bpor%2Bel%2Btesoro%2Bdel%2Bcaballero&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100381624&searchTrackingOrigPos=1&searchTrackingPos=52&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,5/5 (4) 5 de 5 estrellas (4 valoraciones totales) Playmobil Playmobil Lucha por el tesoro del caballero antes: 12.99 MÁS BARATO 11.99*
Barbacoa redonda Ø 44 cm,GRILLMEISTER,22.99,23,29.86,https://www.lidl.es/assets/gcpe7323f835b764363a6af14b1606c82c0.jpg,https://www.lidl.es/p/grillmeister-barbacoa-redonda-o-44-cm/p100385706#searchTrackingMasterId=Product.100385706&searchTrackingTitle=Barbacoa%2Bredonda%2B%25C3%2598%2B44%2Bcm&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100385706&searchTrackingOrigPos=1&searchTrackingPos=53&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.4/5 (34) 4.4 de 5 estrellas (34 valoraciones totales) GRILLMEISTER Barbacoa redonda Ø 44 cm antes: 29.99 -23% 22.99*
Remington Cortapelos ColourCut HC5036,REMINGTON,15.99,20,19.99,https://www.lidl.es/assets/gcpd5b7f006e6804ad3a43c2bc62a8fa247.jpg,https://www.lidl.es/p/remington-cortapelos-colourcut-hc5036/p100386071#searchTrackingMasterId=Product.100386071&searchTrackingTitle=Remington%2BCortapelos%2BColourCut%2BHC5036&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100386071&searchTrackingOrigPos=1&searchTrackingPos=54&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,5/5 (2) 5 de 5 estrellas (2 valoraciones totales) REMINGTON Remington Cortapelos ColourCut HC5036 antes: 19.99 -20% 15.99*
Maleta Trolley coral 30 L,TOPMOVE®,39.99,11,44.93,https://www.lidl.es/assets/gcpd71648a70e9542d1843b9c28d2b864c6.jpg,https://www.lidl.es/p/topmove-maleta-trolley-coral-30-l/p100387807#searchTrackingMasterId=Product.100387807&searchTrackingTitle=Maleta%2BTrolley%2Bcoral%2B30%2BL&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100387807&searchTrackingOrigPos=1&searchTrackingPos=55&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,Top valorados 4.8/5 (6) 4.8 de 5 estrellas (6 valoraciones totales) TOPMOVE® Maleta Trolley coral 30 L antes: 44.99 -11% 39.99*
Braun Centro de planchado,BRAUN,89.99,35,138.45,https://www.lidl.es/assets/gcpe95a7a41c5a34d2a85c15d427a9f4bcf.jpg,https://www.lidl.es/p/braun-centro-de-planchado/p100388028#searchTrackingMasterId=Product.100388028&searchTrackingTitle=Braun%2BCentro%2Bde%2Bplanchado&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100388028&searchTrackingOrigPos=1&searchTrackingPos=56&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,BRAUN Braun Centro de planchado PVPR: 140.00 -35% 89.99*
Pantalón corto técnico premium para mujer,CRIVIT,5.99,25,7.99,https://www.lidl.es/assets/gcp657ed63e7d35480c8216187ca72cf816.jpg,https://www.lidl.es/p/crivit-pantalon-corto-tecnico-premium-para-mujer/p100388312#searchTrackingMasterId=Product.100388312&searchTrackingTitle=Pantal%25C3%25B3n%2Bcorto%2Bt%25C3%25A9cnico%2Bpremium%2Bpara%2Bmujer&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100388312&searchTrackingOrigPos=1&searchTrackingPos=93&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,Top valorados 4.8/5 (18) 4.8 de 5 estrellas (18 valoraciones totales) CRIVIT Pantalón corto técnico premium para mujer antes: 7.99 -25% 5.99*
Saco para dormir,CRIVIT,9.99,16,11.89,https://www.lidl.es/assets/gcp5d55675c20a1496995684d584b93505c.jpg,https://www.lidl.es/p/crivit-saco-para-dormir/p100388588#searchTrackingMasterId=Product.100388588&searchTrackingTitle=Saco%2Bpara%2Bdormir&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100388588&searchTrackingOrigPos=1&searchTrackingPos=94&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,3.2/5 (6) 3.2 de 5 estrellas (6 valoraciones totales) CRIVIT Saco para dormir antes: 11.99 -16% 9.99*
Batidora de brazo de diseño de madera,SILVERCREST® KITCHEN TOOLS,12.99,23,16.87,https://www.lidl.es/assets/gcp7b5138b2db444d46abfe5d3231d2143c.jpg,https://www.lidl.es/p/silvercrest-kitchen-tools-batidora-de-brazo-de-diseno-de-madera/p100388646#searchTrackingMasterId=Product.100388646&searchTrackingTitle=Batidora%2Bde%2Bbrazo%2Bde%2Bdise%25C3%25B1o%2Bde%2Bmadera&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100388646&searchTrackingOrigPos=1&searchTrackingPos=95&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,Top valorados 4.8/5 (269) 4.8 de 5 estrellas (269 valoraciones totales) SILVERCREST® KITCHEN TOOLS Batidora de brazo de diseño de madera antes: 16.99 -23% 12.99*
Sillas de aluminio Miami,LIVARNO®,89.99,30,128.56,https://www.lidl.es/assets/gcp05325f1c9dde47a89678ebb89538dddd.jpg,https://www.lidl.es/p/livarno-sillas-de-aluminio-miami/p100388969#searchTrackingMasterId=Product.100388969&searchTrackingTitle=Sillas%2Bde%2Baluminio%2BMiami&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100388969&searchTrackingOrigPos=1&searchTrackingPos=96&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,3.8/5 (12) 3.8 de 5 estrellas (12 valoraciones totales) LIVARNO® Sillas de aluminio Miami antes: 129.99 -30% 89.99*
Camiseta de lino,esmara®,11.99,20,14.99,https://www.lidl.es/assets/gcpa8a3c1c5591041858ebd9efbfeaf008a.jpg,https://www.lidl.es/p/esmara-camiseta-de-lino/p100389365#searchTrackingMasterId=Product.100389365&searchTrackingTitle=Camiseta%2Bde%2Blino&searchTrackingPageSize=48&searchTrackingPage=3&searchTrackingEvent=click&searchTrackingId=Product.100389365&searchTrackingOrigPos=1&searchTrackingPos=97&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,2.5/5 (29) 2.5 de 5 estrellas (29 valoraciones totales) esmara® Camiseta de lino antes: 14.99 -20% 11.99*
Armario lateral de baño Palermo,LIVARNO home,47.99,20,59.99,https://www.lidl.es/assets/gcp6a4552fcc3ce45bab5428299be114aab.jpg,https://www.lidl.es/p/livarno-home-armario-lateral-de-bano-palermo/p100389374#searchTrackingMasterId=Product.100389374&searchTrackingTitle=Armario%2Blateral%2Bde%2Bba%25C3%25B1o%2BPalermo&searchTrackingPageSize=48&searchTrackingPage=3&searchTrackingEvent=click&searchTrackingId=Product.100389374&searchTrackingOrigPos=1&searchTrackingPos=98&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,4.8/5 (4) 4.8 de 5 estrellas (4 valoraciones totales) LIVARNO home Armario lateral de baño Palermo antes: 59.99 -20% 47.99*
Delonghi Cafetera auténtica 1450 W,Delonghi,369.99,32,544.10,https://www.lidl.es/assets/gcp04824ff05e4b464fb3cb5ce9dd380ab2.jpg,https://www.lidl.es/p/delonghi-cafetera-autentica-1450-w/p100389604#searchTrackingMasterId=Product.100389604&searchTrackingTitle=Delonghi%2BCafetera%2Baut%25C3%25A9ntica%2B1450%2BW&searchTrackingPageSize=48&searchTrackingPage=3&searchTrackingEvent=click&searchTrackingId=Product.100389604&searchTrackingOrigPos=1&searchTrackingPos=99&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,Delonghi Delonghi Cafetera auténtica 1450 W antes: 549.00 -32% 369.99*
Vestido de crochet para mujer,esmara®,9.99,23,12.97,https://www.lidl.es/assets/gcpc9dae4a5cc8041a599698e0c835d3bba.jpg,https://www.lidl.es/p/esmara-vestido-de-crochet-para-mujer/p100389885#searchTrackingMasterId=Product.100389885&searchTrackingTitle=Vestido%2Bde%2Bcrochet%2Bpara%2Bmujer&searchTrackingPageSize=48&searchTrackingPage=3&searchTrackingEvent=click&searchTrackingId=Product.100389885&searchTrackingOrigPos=1&searchTrackingPos=100&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,4.8/5 (5) 4.8 de 5 estrellas (5 valoraciones totales) esmara® Vestido de crochet para mujer antes: 12.99 -23% 9.99*
Ravensburger® Puzle 3D,Ravensburger,11.99,24,15.78,https://www.lidl.es/assets/gcp49c527fb9c1c45beb84537a3570ba3ba.jpg,https://www.lidl.es/p/ravensburger-puzle-3d/p100390068#searchTrackingMasterId=Product.100390068&searchTrackingTitle=Ravensburger%25C2%25AE%2BPuzle%2B3D&searchTrackingPageSize=48&searchTrackingPage=3&searchTrackingEvent=click&searchTrackingId=Product.100390068&searchTrackingOrigPos=1&searchTrackingPos=101&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,5/5 (5) 5 de 5 estrellas (5 valoraciones totales) Ravensburger Ravensburger® Puzle 3D PVPR: 15.95 -24% 11.99*
Vestido para mujer,esmara®,4.99,16,5.94,https://www.lidl.es/assets/gcp04e1f17095ae4dc789ba754cd954fc23.jpg,https://www.lidl.es/p/esmara-vestido-para-mujer/p100390437#searchTrackingMasterId=Product.100390437&searchTrackingTitle=Vestido%2Bpara%2Bmujer&searchTrackingPageSize=48&searchTrackingPage=3&searchTrackingEvent=click&searchTrackingId=Product.100390437&searchTrackingOrigPos=1&searchTrackingPos=102&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,3.5/5 (21) 3.5 de 5 estrellas (21 valoraciones totales) esmara® Vestido para mujer antes: 5.99 -16% 4.99*
Pantalón vaquero corto para mujer,esmara®,5.49,21,6.95,https://www.lidl.es/assets/gcpdcd3814835954031b2785a5bcad88761.png,https://www.lidl.es/p/esmara-pantalon-vaquero-corto-para-mujer/p100390480#searchTrackingMasterId=Product.100390480&searchTrackingTitle=Pantal%25C3%25B3n%2Bvaquero%2Bcorto%2Bpara%2Bmujer&searchTrackingPageSize=48&searchTrackingPage=3&searchTrackingEvent=click&searchTrackingId=Product.100390480&searchTrackingOrigPos=1&searchTrackingPos=103&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,3.5/5 (4) 3.5 de 5 estrellas (4 valoraciones totales) esmara® Pantalón vaquero corto para mujer antes: 6.99 -21% 5.49*
Polo de manga corta para hombre,esmara Men,5.99,14,6.97,https://www.lidl.es/assets/gcp415094c7abaf4200a182179702a639de.jpg,https://www.lidl.es/p/esmara-men-polo-de-manga-corta-para-hombre/p100390598#searchTrackingMasterId=Product.100390598&searchTrackingTitle=Polo%2Bde%2Bmanga%2Bcorta%2Bpara%2Bhombre&searchTrackingPageSize=48&searchTrackingPage=3&searchTrackingEvent=click&searchTrackingId=Product.100390598&searchTrackingOrigPos=1&searchTrackingPos=104&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,Top valorados 4.9/5 (10) 4.9 de 5 estrellas (10 valoraciones totales) esmara Men Polo de manga corta para hombre antes: 6.99 -14% 5.99*
