id,titulo_producto,marca,precio_actual,porcentaje_descuento,precio_antiguo,url_imagen,url_producto
799,LIVARNO home Ropa de cama de muselina 150 x 220 cm,LIVARNO home,22.99,17,27.99,https://www.lidl.es/assets/gcpdffb9735c56748acbb47e39fb207485c.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-de-muselina-150-x-220-cm/p100402735
800,LIVARNO home Ropa de cama de microfibra satinada tamaño súper grande,LIVARNO home,11.99,20,14.99,https://www.lidl.es/assets/gcp37abe7e1125449d6bac89028d8206bdd.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-de-microfibra-satinada-tamano-super-grande/p100402775
801,LIVARNO home Ropa de cama de microfibra satinada tamaño grande,LIVARNO home,9.99,23,12.99,https://www.lidl.es/assets/gcpd07bc425d63a488393adbc28abcf7dc3.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-de-microfibra-satinada-tamano-grande/p100402847
802,LIVARNO home Ropa de cama de microfibra satinada tamaño normal,LIVARNO home,6.99,12,7.99,https://www.lidl.es/assets/gcpadd57f2a0abf476e8ab2918d0eba3bd7.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-de-microfibra-satinada-tamano-normal/p100402901
803,LIVARNO home Ropa de cama reversible de satén de microfibra 150 x 220 cm,LIVARNO home,6.39,20,7.99,https://www.lidl.es/assets/gcp88fde19beb4a417095f0a6615c10f91b.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-reversible-de-saten-de-microfibra-150-x-220-cm/p100402950
804,LIVARNO home Ropa de cama de microfibra 240 x 220 cm (Flor azul),LIVARNO home,12.99,13,14.99,https://www.lidl.es/assets/gcpd266b2075d6c4f288c50213ceb5b3a09.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-de-microfibra-240-x-220-cm/p100403234003
805,Hasbro Juego de la Vida,Hasbro,19.99,20,24.99,https://www.lidl.es/assets/gcp6d982bf07a48482a911c448a98c2524f.jpg,https://www.lidl.es/p/hasbro-juego-de-la-vida/p100403517
806,LIVARNO home Ropa de cama 150 x 120 cm (Geométrico),LIVARNO home,11.99,20,14.99,https://www.lidl.es/assets/gcp9fe5d636ad6542c48ec211ba44ba7f7f.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-150-x-120-cm/p100403536002
807,LIVARNO home Ropa de cama microfibra satén 150x220 cm,LIVARNO home,6.99,12,7.99,https://www.lidl.es/assets/gcp43812481130e4e2e925c91dd44ea0606.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-microfibra-saten-150x220-cm/p100403554
808,SILVERCREST® Fuente redonda (2 niveles),SILVERCREST®,5.49,21,6.99,https://www.lidl.es/assets/gcp5be82a2c6e154daeb9341d65f50f7bda.jpg,https://www.lidl.es/p/silvercrest-fuente-redonda/p100403678001
809,Hasbro 4 en Raya,Hasbro,19.99,20,24.99,https://www.lidl.es/assets/gcpf2ad0b947b0b4c7fa645aba054973ea7.jpg,https://www.lidl.es/p/hasbro-4-en-raya/p100403680
810,LIVARNO home Ropa de cama satén reversible 150 x 220 cm (Blanco | Cuadros),LIVARNO home,10.99,26,14.99,https://www.lidl.es/assets/gcpd49d0e1df4da4db3a0bbad15a028c216.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-saten-reversible-150-x-220-cm/p100403732001
811,Ropa de cama infantil reversible de Barbie 150 x 220 cm,Barbie,11.99,20,14.99,https://www.lidl.es/assets/gcp23b9079cb27b430f8bfaf93092da19a8.jpg,https://www.lidl.es/p/ropa-de-cama-infantil-reversible-de-barbie-150-x-220-cm/p100403838
812,LIVARNO home Maceta,LIVARNO home,3.49,12,3.99,https://www.lidl.es/assets/gcp671ded47d2554663ad7791725f1c3027.jpg,https://www.lidl.es/p/livarno-home-maceta/p100403932
813,"LIVARNO home Ropa de cama 260 x 220cm ""king size""",LIVARNO home,23.99,4,24.99,https://www.lidl.es/assets/gcp209a4e859eb240afa468487ab609a739.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-260-x-220cm-king-size/p100404051
814,LIVARNO home Ropa de cama mezcla de lino tamaño grande,LIVARNO home,38.99,9,42.99,https://www.lidl.es/assets/gcp43d503450e6d4fab9efe70f9934bcc6f.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-mezcla-de-lino-tamano-grande/p100404074
815,LIVARNO home Ropa de cama reversible de satén de microfibra 260 x 220 cm,LIVARNO home,9.99,16,11.99,https://www.lidl.es/assets/gcp5bf566e0782c4e95a77b965defaea5a5.jpg,https://www.lidl.es/p/livarno-home-ropa-de-cama-reversible-de-saten-de-microfibra-260-x-220-cm/p100404396
